agent_id,repo_name
T4_OPS_COORDINATOR_001,comm-015-youth-mentorship-program
T4_OPS_COORDINATOR_001,comm-016-community-health-ai
T4_OPS_COORDINATOR_001,comm-017-local-business-directory
T4_OPS_COORDINATOR_001,comm-018-neighborhood-watch-ai
T4_OPS_COORDINATOR_001,comm-019-community-garden-ai
T4_OPS_COORDINATOR_001,comm-020-public-transportation-ai
T4_OPS_COORDINATOR_001,comm-021-housing-assistance-ai
T4_OPS_COORDINATOR_001,comm-022-job-training-center
T4_OPS_COORDINATOR_001,comm-023-elder-companion-ai
T4_OPS_COORDINATOR_001,comm-024-youth-sports-ai
T4_OPS_COORDINATOR_001,comm-025-community-legal-aid
T4_OPS_COORDINATOR_001,comm-026-public-education-ai
T4_OPS_COORDINATOR_001,comm-027-local-government-ai
T4_OPS_COORDINATOR_001,comm-028-public-safety-ai
T4_OPS_COORDINATOR_001,comm-029-community-wellness-ai
T4_OPS_COORDINATOR_001,comm-030-cultural-exchange-ai
T4_OPS_COORDINATOR_001,comm-031-community-investment-ai
T4_OPS_COORDINATOR_001,comm-032-public-health-ai
T4_OPS_COORDINATOR_001,comm-033-youth-innovation-hub
T4_OPS_COORDINATOR_001,comm-034-senior-tech-support
T4_OPS_COORDINATOR_001,comm-035-community-arts-ai
T4_OPS_COORDINATOR_001,comm-036-public-infrastructure-ai
T4_OPS_COORDINATOR_001,comm-037-neighborhood-development-ai
T4_OPS_COORDINATOR_001,comm-038-community-policing-ai
T4_OPS_COORDINATOR_001,comm-039-public-space-ai
T4_OPS_COORDINATOR_001,comm-040-community-recycling-ai
T4_OPS_COORDINATOR_001,comm-041-public-wi-fi-ai
T4_OPS_COORDINATOR_001,comm-042-community-energy-ai
T4_OPS_COORDINATOR_001,comm-043-local-food-network-ai
T4_OPS_COORDINATOR_001,comm-044-community-volunteering-ai
T4_OPS_COORDINATOR_001,comm-045-public-childcare-ai
T4_OPS_COORDINATOR_001,comm-046-community-pet-care-ai
T4_OPS_COORDINATOR_001,comm-047-public-fitness-ai
T4_OPS_COORDINATOR_001,comm-048-community-transportation-ai
T4_OPS_COORDINATOR_001,comm-049-public-event-ai
T4_OPS_COORDINATOR_001,comm-050-community-cultural-ai
T5_DEVOPS_AUTOMATION_001,em-001-space-habitat-ai
T5_DEVOPS_AUTOMATION_001,em-002-fusion-energy-ai
T5_DEVOPS_AUTOMATION_001,em-003-teleportation-research-ai
T5_DEVOPS_AUTOMATION_001,em-004-climate-solutions-ai
T5_DEVOPS_AUTOMATION_001,em-005-holographic-events-ai
T5_DEVOPS_AUTOMATION_001,em-006-neurofeedback-ai
T5_DEVOPS_AUTOMATION_001,em-007-autonomous-delivery-ai
T5_DEVOPS_AUTOMATION_001,em-008-gene-editing-ai
T5_DEVOPS_AUTOMATION_001,em-009-space-tourism-ai
T5_DEVOPS_AUTOMATION_001,em-010-wearables-ai
T5_DEVOPS_AUTOMATION_001,em-011-metaverse-hub-ai
T5_DEVOPS_AUTOMATION_001,em-012-energy-grid-ai
T5_DEVOPS_AUTOMATION_001,em-013-brain-computer-interface
T5_DEVOPS_AUTOMATION_001,em-014-ocean-cleanup-ai
T5_DEVOPS_AUTOMATION_001,em-015-crypto-trading-ai
T5_DEVOPS_AUTOMATION_001,em-016-synthetic-media-ai
T5_DEVOPS_AUTOMATION_001,em-017-space-mining-ai
T5_DEVOPS_AUTOMATION_001,em-018-vr-therapy-ai
T5_DEVOPS_AUTOMATION_001,em-019-weather-prediction-ai
T5_DEVOPS_AUTOMATION_001,em-020-autonomous-farming-ai
T5_DEVOPS_AUTOMATION_001,em-021-traffic-optimizer-ai
T5_DEVOPS_AUTOMATION_001,em-022-smart-grid-ai
T5_DEVOPS_AUTOMATION_001,em-023-disaster-prediction-ai
T5_DEVOPS_AUTOMATION_001,em-024-nanotech-ai
T5_DEVOPS_AUTOMATION_001,em-025-personalized-medicine-ai
T5_DEVOPS_AUTOMATION_001,em-026-ai-diagnostic-lab
T5_DEVOPS_AUTOMATION_001,em-027-sustainable-cities-ai
T5_DEVOPS_AUTOMATION_001,em-028-renewable-energy-ai
T5_DEVOPS_AUTOMATION_001,em-029-climate-modeling-ai
T5_DEVOPS_AUTOMATION_001,em-030-policy-advisor-ai
T5_DEVOPS_AUTOMATION_001,em-031-governance-hub-ai
T5_DEVOPS_AUTOMATION_001,em-032-global-challenges-ai
T5_DEVOPS_AUTOMATION_001,em-033-space-exploration-ai
T5_DEVOPS_AUTOMATION_001,em-034-education-equity-ai
T5_DEVOPS_AUTOMATION_001,em-035-health-equity-ai
T5_DEVOPS_AUTOMATION_001,em-036-economic-equity-ai
T5_DEVOPS_AUTOMATION_001,em-037-environmental-justice-ai
T5_DEVOPS_AUTOMATION_001,em-038-human-rights-ai
T5_DEVOPS_AUTOMATION_001,em-039-peacebuilding-ai
T5_DEVOPS_AUTOMATION_001,em-040-telemedicine-ai
T5_DEVOPS_AUTOMATION_001,em-041-ai-climate-adaptation
T5_DEVOPS_AUTOMATION_001,em-042-space-agriculture-ai
T5_DEVOPS_AUTOMATION_001,em-043-quantum-communication-ai
T5_DEVOPS_AUTOMATION_001,em-044-robotics-surgery-ai
T5_DEVOPS_AUTOMATION_001,em-045-ai-disaster-response
T5_DEVOPS_AUTOMATION_001,em-046-smart-city-governance
T5_DEVOPS_AUTOMATION_001,em-047-ai-environmental-monitoring
T5_DEVOPS_AUTOMATION_001,em-048-space-manufacturing-ai
T5_DEVOPS_AUTOMATION_001,em-049-ai-ocean-exploration
T5_DEVOPS_AUTOMATION_001,em-050-ai-archaeology
T5_DEVOPS_AUTOMATION_001,ops-002-supply-chain-optimizer
T5_DEVOPS_AUTOMATION_001,ops-003-event-planning-ai
T5_DEVOPS_AUTOMATION_001,ops-004-inventory-management-ai
T5_DEVOPS_AUTOMATION_001,ops-005-project-management-ai
T5_DEVOPS_AUTOMATION_001,ops-006-document-automation-ai
T5_DEVOPS_AUTOMATION_001,ops-007-meeting-assistant-ai
T5_DEVOPS_AUTOMATION_001,ops-008-recruitment-ai
T5_DEVOPS_AUTOMATION_001,ops-009-onboarding-ai
T5_DEVOPS_AUTOMATION_001,ops-010-training-platform-ai
T5_DEVOPS_AUTOMATION_001,ops-011-performance-review-ai
T5_DEVOPS_AUTOMATION_001,ops-012-it-support-ai
T5_DEVOPS_AUTOMATION_001,ops-013-facilities-management-ai
T5_DEVOPS_AUTOMATION_001,ops-014-travel-booking-ai
T5_DEVOPS_AUTOMATION_001,ops-015-expense-management-ai
T5_DEVOPS_AUTOMATION_001,ops-016-contract-management-ai
T5_DEVOPS_AUTOMATION_001,ops-017-compliance-monitoring-ai
T5_DEVOPS_AUTOMATION_001,ops-018-quality-control-ai
T5_DEVOPS_AUTOMATION_001,ops-019-asset-management-ai
T5_DEVOPS_AUTOMATION_001,ops-020-time-tracking-ai
T5_DEVOPS_AUTOMATION_001,ops-021-document-security-ai
T5_DEVOPS_AUTOMATION_001,ops-022-knowledge-management-ai
T5_DEVOPS_AUTOMATION_001,ops-023-meeting-transcription-ai
T5_DEVOPS_AUTOMATION_001,ops-024-task-automation-ai
T5_DEVOPS_AUTOMATION_001,ops-025-resource-allocation-ai
T5_DEVOPS_AUTOMATION_001,ops-026-budget-planning-ai
T5_DEVOPS_AUTOMATION_001,ops-027-cost-optimization-ai
T5_DEVOPS_AUTOMATION_001,ops-028-procurement-ai
T5_DEVOPS_AUTOMATION_001,ops-029-vendor-management-ai
T5_DEVOPS_AUTOMATION_001,ops-030-contract-negotiation-ai
T5_DEVOPS_AUTOMATION_001,ops-031-legal-document-ai
T5_DEVOPS_AUTOMATION_001,ops-032-compliance-reporting-ai
T5_DEVOPS_AUTOMATION_001,ops-033-training-content-ai
T5_DEVOPS_AUTOMATION_001,ops-034-employee-engagement-ai
T5_DEVOPS_AUTOMATION_001,ops-035-succession-planning-ai
T5_DEVOPS_AUTOMATION_001,ops-036-workspace-design-ai
T5_DEVOPS_AUTOMATION_001,ops-037-energy-efficiency-ai
T5_DEVOPS_AUTOMATION_001,ops-038-security-monitoring-ai
T5_DEVOPS_AUTOMATION_001,ops-039-health-safety-ai
T5_DEVOPS_AUTOMATION_001,ops-040-disaster-recovery-ai
T5_DEVOPS_AUTOMATION_001,ops-041-it-asset-management
T5_DEVOPS_AUTOMATION_001,ops-042-cloud-cost-management
T5_DEVOPS_AUTOMATION_001,ops-043-data-governance-ai
T5_DEVOPS_AUTOMATION_001,ops-044-network-monitoring-ai
T5_DEVOPS_AUTOMATION_001,ops-045-software-licensing-ai
T5_DEVOPS_AUTOMATION_001,ops-046-it-procurement-ai
T5_DEVOPS_AUTOMATION_001,ops-047-system-integration-ai
T5_DEVOPS_AUTOMATION_001,ops-048-data-backup-ai
T5_DEVOPS_AUTOMATION_001,ops-049-business-continuity-ai
T5_DEVOPS_AUTOMATION_001,ops-050-compliance-audit-ai
T5_DEVOPS_AUTOMATION_001,ops-051-document-collaboration-ai
T5_DEVOPS_AUTOMATION_001,ops-052-video-conferencing-ai
T5_DEVOPS_AUTOMATION_001,ops-053-email-management-ai
T5_DEVOPS_AUTOMATION_001,ops-054-calendar-optimization-ai
T5_DEVOPS_AUTOMATION_001,ops-055-project-budget-ai
T5_DEVOPS_AUTOMATION_001,ops-056-resource-forecasting-ai
T5_DEVOPS_AUTOMATION_001,ops-057-task-prioritization-ai
T5_DEVOPS_AUTOMATION_001,ops-058-time-management-ai
T5_DEVOPS_AUTOMATION_001,ops-059-meeting-minutes-ai
T5_DEVOPS_AUTOMATION_001,ops-060-document-translation-ai
T5_DEVOPS_AUTOMATION_001,ops-061-form-automation-ai
T5_DEVOPS_AUTOMATION_001,ops-062-report-generation-ai
T5_DEVOPS_AUTOMATION_001,ops-063-dashboard-creation-ai
T5_DEVOPS_AUTOMATION_001,ops-064-analytics-platform-ai
T5_DEVOPS_AUTOMATION_001,ops-065-data-cleaning-ai
T5_DEVOPS_AUTOMATION_001,ops-066-workflow-management-ai
T5_DEVOPS_AUTOMATION_001,spec-001-ai-auction-house
T5_DEVOPS_AUTOMATION_001,spec-002-smart-marina-management
T5_DEVOPS_AUTOMATION_001,spec-003-ai-surf-report
T5_DEVOPS_AUTOMATION_001,spec-004-private-chef-ai
T5_DEVOPS_AUTOMATION_001,spec-005-virtual-concierge-ai
T5_DEVOPS_AUTOMATION_001,spec-006-smart-parking-ai
T5_DEVOPS_AUTOMATION_001,spec-007-ai-interior-design
T5_DEVOPS_AUTOMATION_001,spec-008-personal-stylist-ai
T5_DEVOPS_AUTOMATION_001,spec-009-smart-locker-system
T5_DEVOPS_AUTOMATION_001,spec-010-ai-fitness-coach
T5_DEVOPS_AUTOMATION_001,spec-011-smart-golf-caddie
T5_DEVOPS_AUTOMATION_001,spec-012-ai-nutritionist
T5_DEVOPS_AUTOMATION_001,spec-013-smart-hotel-butler
T5_DEVOPS_AUTOMATION_001,spec-014-ai-language-tutor
T5_DEVOPS_AUTOMATION_001,spec-015-smart-transportation-ai
T5_DEVOPS_AUTOMATION_001,spec-016-ai-travel-planner
T5_DEVOPS_AUTOMATION_001,spec-017-smart-agriculture-ai
T5_DEVOPS_AUTOMATION_001,spec-018-ai-personal-shopper
T5_DEVOPS_AUTOMATION_001,spec-019-smart-home-security
T5_DEVOPS_AUTOMATION_001,spec-020-ai-music-producer
T5_DEVOPS_AUTOMATION_001,spec-021-smart-restaurant-ai
T5_DEVOPS_AUTOMATION_001,spec-022-ai-movie-critic
T5_DEVOPS_AUTOMATION_001,spec-023-smart-museum-guide
T5_DEVOPS_AUTOMATION_001,spec-024-ai-sports-analyst
T5_DEVOPS_AUTOMATION_001,spec-025-smart-library-ai
T5_DEVOPS_AUTOMATION_001,spec-026-ai-art-curator
T5_DEVOPS_AUTOMATION_001,spec-027-smart-fitness-ai
T5_DEVOPS_AUTOMATION_001,spec-028-ai-poetry-generator
T5_DEVOPS_AUTOMATION_001,spec-029-smart-dating-ai
T5_DEVOPS_AUTOMATION_001,spec-030-ai-journalism-tool
T5_DEVOPS_AUTOMATION_001,spec-031-smart-legal-ai
T5_DEVOPS_AUTOMATION_001,spec-032-ai-game-designer
T5_DEVOPS_AUTOMATION_001,spec-033-smart-real-estate-ai
T5_DEVOPS_AUTOMATION_001,spec-034-ai-cooking-assistant
T5_DEVOPS_AUTOMATION_001,spec-035-smart-health-ai
T5_DEVOPS_AUTOMATION_001,spec-036-ai-photography-tool
T5_DEVOPS_AUTOMATION_001,spec-037-smart-writing-ai
T5_DEVOPS_AUTOMATION_001,spec-038-ai-comedy-writer
T5_DEVOPS_AUTOMATION_001,spec-039-smart-meditation-ai
T5_DEVOPS_AUTOMATION_001,spec-040-ai-debate-coach
T5_DEVOPS_AUTOMATION_001,spec-041-smart-parenting-ai
T5_DEVOPS_AUTOMATION_001,spec-042-ai-financial-advisor
T5_DEVOPS_AUTOMATION_001,spec-043-smart-automotive-ai
T5_DEVOPS_AUTOMATION_001,spec-044-ai-aviation-planner
T5_DEVOPS_AUTOMATION_001,spec-045-smart-maritime-ai
T5_DEVOPS_AUTOMATION_001,spec-046-ai-weather-forecast
T5_DEVOPS_AUTOMATION_001,spec-047-smart-energy-ai
T5_DEVOPS_AUTOMATION_001,spec-048-ai-sports-coach
T5_DEVOPS_AUTOMATION_001,spec-049-smart-education-ai
T5_DEVOPS_AUTOMATION_001,spec-050-ai-language-translator
T5_SYNC_ENGINE_001,lt-002-freight-brokerage
T5_SYNC_ENGINE_001,lt-003-logistics-dispatch-service
T5_SYNC_ENGINE_001,lt-004-last-mile-delivery-dispatch
T5_SYNC_ENGINE_001,lt-005-medical-courier-dispatch
T5_SYNC_ENGINE_001,lt-006-amazon
T5_SYNC_ENGINE_001,lt-007-construction-dispatch
T5_SYNC_ENGINE_001,lt-008-towing-dispatch
T5_SYNC_ENGINE_001,lt-009-hvac-technician-dispatch
T5_SYNC_ENGINE_001,lt-010-field-service-dispatch
T5_SYNC_ENGINE_001,lt-011-dispatch-software
T5_SYNC_ENGINE_001,lt-012-fleet-tracking-platform
T5_SYNC_ENGINE_001,lt-013-logistics-automation-system
T5_SYNC_ENGINE_001,lt-014-ai-route-optimization
T5_SYNC_ENGINE_001,lt-015-driver-management-platform
T5_SYNC_ENGINE_001,lt-016-trucking-company
T5_SYNC_ENGINE_001,lt-017-courier-service
T5_SYNC_ENGINE_001,lt-018-local-delivery-company
T5_SYNC_ENGINE_001,lt-019-moving-company
T5_SYNC_ENGINE_001,lt-020-freight-company
T5_SYNC_ENGINE_001,lt-021-warehouse-company
T5_SYNC_ENGINE_001,lt-022-fulfillment-center
T5_SYNC_ENGINE_001,lt-023-storage-business
T5_SYNC_ENGINE_001,lt-024-distribution-company
T5_SYNC_ENGINE_001,lt-025-logistics-marketplace
T5_SYNC_ENGINE_001,lt-026-shipping-platform
T5_SYNC_ENGINE_001,lt-027-fleet-management-saas
T5_SYNC_ENGINE_001,lt-028-freight-ai-optimization
T5_SYNC_ENGINE_001,lt-029-supply-chain-analytics
T5_SYNC_ENGINE_001,lt-030-cold-chain-logistics
